,text,searchTerm,disease,processed_text
116,"RT @PharmaFactz: Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse,â€¦",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps']"
117,Buy top levothyroxine online on our free comparison site! BEST OFFER SUPER PRICES -Best Place To Compare Prices https://t.co/wAoqUl71is,Levothyroxine,Cancer,"['buy', 'top', 'free', 'comparison', 'site', 'best', 'offer', 'super', 'best', 'place', 'compar']"
118,Sowhatdoyousay as bought just levothyroxine and I have me yes bobby pins and needles to say that you ldon only one that is the best of my...,Levothyroxine,Cancer,"['bought', 'ye', 'bobbi', 'needl', 'say', 'one', 'best']"
119,"RT @Azeem_Majeed: Most commonly dispensed in the community in England in 2017: 
1. Atorvastatin 2. Levothyroxine 3. Omeprazole 4. Ramiprilâ€¦",Levothyroxine,Cancer,"['commonli', 'commun']"
120,#Hypothyroidism can be well treated with manufactured levothyroxine; the dose is adjusted according to symptoms and #thyroxine/#tshlevels.,Levothyroxine,Cancer,"['hypothyroid', 'well', 'dose', 'accord']"
121,@tottyscone_one @thyroiduk_org @Soc_Endo @in @sball_endo @DrBaldeweg @hormone_doc @cehigham @hormonesdoctor @dr_kevinlee @AbdTahrani @simonhspearce @Novomix30 @campaign_itt Thyroxine has been off patent for a long time so no company has financial insentiv,Levothyroxine,Cancer,"['thyroxin', 'patent', 'long', 'time', 'compani', 'financi']"
122,"RT @PharmaFactz: Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse,â€¦",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps']"
123,"RT @PharmaFactz: Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse,â€¦",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps']"
124,"@allgrovb Thanks! <U+2764><U+FE0F> Iâ€™m pretty educated at this point haha. There are several foods thought to decrease the efficacy of levothyroxine FYI and interfere w thyroid functioning, particularly soy, walnuts, cruciferous veg, fiber, etc.If you c",Levothyroxine,Cancer,"['thank', 'pretti', 'educ', 'point', 'sever', 'thought', 'decreas', 'efficaci', 'interfer', 'w', 'thyroid', 'particularli', 'soy', 'crucifer', 'fiber', 'c']"
125,"RT @PharmaFactz: Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse,â€¦",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps']"
126,Buy top levothyroxine online on our free comparison site! BEST OFFER SUPER PRICES -Best Place To Compare Prices https://t.co/wAoqUl71is,Levothyroxine,Cancer,"['buy', 'top', 'free', 'comparison', 'site', 'best', 'offer', 'super', 'best', 'place', 'compar']"
127,"RT @PharmaFactz: Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse,â€¦",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps']"
128,"RT @PharmaFactz: Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse,â€¦",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps']"
129,"RT @PharmaFactz: Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse,â€¦",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps']"
130,"RT @PharmaFactz: Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse,â€¦",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps']"
131,"RT @PharmaFactz: Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse,â€¦",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps']"
132,"RT @PharmaFactz: Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse,â€¦",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps']"
133,"Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse, at least two hours, before iron salts are taken.",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps', 'least', 'two', 'iron', 'taken']"
134,@jddneary @JProfetto @Cath_Friedman @jassy_liu @SonjaWakeling @alysetalia IV levothyroxine versus warm blankets for medical students on call: a randomized non-inferiority trial.,Levothyroxine,Cancer,"['versu', 'warm', 'medic', 'call', 'trial']"
135,"@Gene_Starwind They just raised the price of levothyroxine on me too. The name brand synthroid works best but I have to pay hundreds a month for it if I want it over generic so I only get it during times of fat, and we have a lot more lean times than fat.",Levothyroxine,Cancer,"['rais', 'price', 'name', 'brand', 'work', 'best', 'pay', 'month', 'want', 'gener', 'get', 'time', 'fat', 'lot', 'lean', 'time', 'fat']"
136,@ZolaRabbitsoup Thanks. Anxiety is making things so much harder. Lack of get up and go though could be down to my thyroid - Dr called earlier and said my levothyroxine needs increasing <f0><U+009F><U+0099><U+0084>,Levothyroxine,Cancer,"['thank', 'anxieti', 'make', 'much', 'harder', 'lack', 'get', 'go', 'though', 'could', 'thyroid', 'said', 'need', 'increas']"
137,Levothyroxine may increase mortality in older patients https://t.co/erEGdVl3wv,Levothyroxine,Cancer,"['may', 'increas', 'mortal', 'older']"
138,Be careful with the levothyroxine in the baby boomer generation   https://t.co/V0cVIAyNYk @TrueHealthDiag @nationallipid,Levothyroxine,Cancer,"['care', 'babi', 'boomer', 'gener']"
139,RT @MothLyssa: @EveEnreve @KhadyMany @agnesbuzyn #Levothyrox crisis in France: one year after Merck's disastrous launch of a new formula ofâ€¦,Levothyroxine,Cancer,"['crisi', 'one', 'year', 'disastr', 'launch', 'new', 'formula']"
140,GP has called. My levothyroxine needs increasing a little. Underactive thyroid again could be contributing to weight gain.,Levothyroxine,Cancer,"['need', 'increas', 'littl', 'thyroid', 'could', 'weight', 'gain']"
141,Buy top levothyroxine online on our free comparison site! BEST OFFER SUPER PRICES -Best Place To Compare Prices https://t.co/wAoqUl71is,Levothyroxine,Cancer,"['buy', 'top', 'free', 'comparison', 'site', 'best', 'offer', 'super', 'best', 'place', 'compar']"
142,RT @HoltorfMed: What #thyroid #medication works best for you? Find out why #levothyroxine doesn't work for most people: https://t.co/aOvCO5â€¦,Levothyroxine,Cancer,"['thyroid', 'medic', 'work', 'best', 'find', 'doesnt', 'work', 'peopl']"
143,RT @sball_endo: No Benefit of Levothyroxine Among Pregnant Hypothyroid and/or Hypothyroxinemic Women on Offspring IQ at Age 9 years | Cliniâ€¦,Levothyroxine,Cancer,"['benefit', 'among', 'pregnant', 'hypothyroid', 'offspr', 'age']"
144,RT @sball_endo: No Benefit of Levothyroxine Among Pregnant Hypothyroid and/or Hypothyroxinemic Women on Offspring IQ at Age 9 years | Cliniâ€¦,Levothyroxine,Cancer,"['benefit', 'among', 'pregnant', 'hypothyroid', 'offspr', 'age']"
145,"The question might be extended to 'mood changing' drugs, whether legal medications or illegal, even if it is only one contingent effect. Levothyroxine for instance raises mood, speeds metabolism. Correlates need be checked.",Levothyroxine,Cancer,"['question', 'might', 'extend', 'mood', 'whether', 'legal', 'illeg', 'even', 'one', 'conting', 'effect', 'instanc', 'mood', 'metabol', 'need', 'check']"
146,3 days with NO levothyroxine and feeling like a bit less of a twitch today. Namaste! #hypothyroidism #autoimmunitysucks,Levothyroxine,Cancer,"['day', 'feel', 'like', 'bit', 'less', 'twitch', 'today', 'hypothyroid']"
147,"A study by GoodRx, an online discount drug company, looked at pharmacy and insurance data to determine prescribing trends in all 50 states. In Arizona, Levothyroxine (Synthroid), which is used to treat thyroid deficiencies, was the top selling drug. https://t.co/JB94lN7ewf",Levothyroxine,Cancer,"['studi', 'discount', 'drug', 'compani', 'pharmaci', 'insur', 'data', 'determin', 'use', 'treat', 'thyroid', 'top', 'sell', 'drug']"
148,Buy top levothyroxine online on our free comparison site! BEST OFFER SUPER PRICES -Best Place To Compare Prices https://t.co/wAoqUl71is,Levothyroxine,Cancer,"['buy', 'top', 'free', 'comparison', 'site', 'best', 'offer', 'super', 'best', 'place', 'compar']"
149,"RT @PharmaFactz: Oral iron salts reduce absorption of other drugs - such as bisphosphonates and levothyroxine. Adequate time should elapse,â€¦",Levothyroxine,Cancer,"['oral', 'iron', 'reduc', 'absorpt', 'adequ', 'time', 'elaps']"
150,RT @TiredThyroid: Is #desiccated #thyroid or #levothyroxine (T4) better for #hypothyroid patients?  https://t.co/v0q9rKI1CZ https://t.co/0Oâ€¦,Levothyroxine,Cancer,"['thyroid', 'better', 'hypothyroid']"
151,"@medicalaxioms @DavidJuurlink netherlands: small spectrum penicillines, lorazepam, levothyroxine, lidocaine/adrenalin",Levothyroxine,Cancer,"['small', 'spectrum']"
152,RT @TiredThyroid: Is #desiccated #thyroid or #levothyroxine (T4) better for #hypothyroid patients?  https://t.co/v0q9rKI1CZ https://t.co/0Oâ€¦,Levothyroxine,Cancer,"['thyroid', 'better', 'hypothyroid']"
153,Is #desiccated #thyroid or #levothyroxine (T4) better for #hypothyroid patients?  https://t.co/v0q9rKI1CZ https://t.co/0O0krvABpS,Levothyroxine,Cancer,"['thyroid', 'better', 'hypothyroid']"
154,RT @HoltorfMed: What #thyroid #medication works best for you? Find out why #levothyroxine doesn't work for most people: https://t.co/aOvCO5â€¦,Levothyroxine,Cancer,"['thyroid', 'medic', 'work', 'best', 'find', 'doesnt', 'work', 'peopl']"
155,"Celgene hunts deals to offset loss of Revlimid patent protection via @FT https://t.co/oWM0mQMeE5
https://t.co/gyvTGBw8EK",revlimid,Cancer,"['offset', 'loss', 'patent', 'protect', 'via']"
156,RT @danikass360: Celgene Sues To Block Dr. Reddy's Revlimid Generic https://t.co/Qms6WJ8Qdx,revlimid,Cancer,"['block', 'gener']"
157,Celgene Sues To Block Dr. Reddy's Revlimid Generic https://t.co/Qms6WJ8Qdx,revlimid,Cancer,"['block', 'gener']"
158,"@dhovekamp42 @topgun6770 Have they launched the Ph1 MDS trial yet? My fellow MM friend recently developed a secondary of MDS due to extended use of Dex and Revlimid. I think the Melphalan also played a roll.  Anyway, MDS is one reason I have stayed with $",revlimid,Cancer,"['trial', 'yet', 'fellow', 'friend', 'recent', 'secondari', 'due', 'extend', 'use', 'think', 'also', 'roll', 'anyway', 'one', 'reason', 'stay']"
159,"RT @psicro: Median survival was longer in patients who had received only one prior therapy, at about 35.5 months. For those who had alreadyâ€¦",revlimid,Cancer,"['median', 'surviv', 'longer', 'receiv', 'one', 'prior', 'therapi', 'alreadi']"
160,"@karlschmieder Xarelto, Eliquis, and Revlimid are also small molecules. Your point is still valid.",revlimid,Cancer,"['also', 'small', 'point', 'still', 'valid']"
161,"@maryann_penza @jfabrazzosr @MagaApplePie @NJ_Optimist Here's 4 articles you should read before you decide #SilentBob has any chance against #HudsonBob:
1. Thalidomide https://t.co/k1fBO3E2se

2. Price Gauging https://t.co/5OimdF4AYG

3. Opioid Crisi",revlimid,Cancer,"['read', 'decid', 'chanc', 'price', 'gaug']"
162,ADD - Should the cost of Revlimid (lenalidomide) be reduced? https://t.co/q0CjQacA9P https://t.co/R1LrJoJNS3,revlimid,Cancer,"['add', 'cost', 'reduc']"
163,"RBC $CELG investors believe CELG is likely settle any outstanding generic Revlimid lawsuits with Dr. Reddyâ€™s and/or other generic ANDA filers in 2018, believe potential development important step in shoring up out-year revenue certainty potentially spurring a sentiment turnaround",revlimid,Cancer,"['believ', 'like', 'settl', 'outstand', 'gener', 'gener', 'anda', 'believ', 'potenti', 'develop', 'import', 'step', 'shore', 'revenu', 'certainti', 'potenti', 'sentiment', 'turnaround']"
164,"Myeloma Patients Refractory to Revlimid May Benefit from Ninlaro, Pomalyst, DexamethasoneÂ Combo https://t.co/DIy6iCWMKL https://t.co/v14i2ExOpU",revlimid,Cancer,"['myeloma', 'refractori', 'may', 'benefit']"
165,"Revlimid, Dexamethasone Combo Shows Benefits for Multiple Myeloma in Real-worldÂ Study https://t.co/ypfKfCkajF https://t.co/JZMJfUqsaS",revlimid,Cancer,"['multipl', 'myeloma', 'studi']"
166,"Median survival was longer in patients who had received only one prior therapy, at about 35.5 months. For those who had already received two or more prior therapies, the median overall survival was 21.1 months. https://t.co/vakGwj2aEH",revlimid,Cancer,"['median', 'surviv', 'longer', 'receiv', 'one', 'prior', 'therapi', 'alreadi', 'receiv', 'two', 'prior', 'median', 'overal', 'surviv']"
167,"<f0><U+009F><U+0093><U+00B7> The Monthly Cost of Cancer Drugs Per Treatment: Revlimid $18,981 for 28 capsules-10mg Pomalyst... https://t.co/khsgzHJgWg",revlimid,Cancer,"['monthli', 'cost', 'cancer', 'per', 'treatment']"
168,Celgene hunts deals to offset loss of Revlimid patent protection. https://t.co/7XPZ2qqmKp,revlimid,Cancer,"['offset', 'loss', 'patent', 'protect']"
169,"RT @FierceBiotech: According to people â€œbriefed on its plansâ€, and talking to FT journos, Celgene is â€œhunting for acquisition targets withâ€¦",revlimid,Cancer,"['accord', 'peopl', 'talk', 'hunt', 'acquisit']"
170,Celgene hunts deals to offset loss of Revlimid patent protection https://t.co/ZeXJckvcec via @financialtimes,revlimid,Cancer,"['offset', 'loss', 'patent', 'protect', 'via']"
171,"RT @BioStocks: $CELG hunts deals to offset loss of Revlimid patent protection. M&amp;A targets may include $AGIO $JNCE. 
https://t.co/aFWIVMrmlK",revlimid,Cancer,"['offset', 'loss', 'patent', 'protect', 'may', 'includ', 'agio']"
172,"@Celgene on #biotech hunt with @AgiosPharma, #Jounce in crosshairs: FT #biotechnology #pharma #biopharma #IO #immunooncology #biotechdeals #Revlimid $CELG $AGIO $JNCE https://t.co/XhiPP1V5BG",revlimid,Cancer,"['hunt', 'jounc', 'io', 'agio']"
173,"RT @OphirGottlieb: Celgene hunts deals to offset loss of Revlimid patent protection https://t.co/OEvK3nT6w7
-
$CELG",revlimid,Cancer,"['offset', 'loss', 'patent', 'protect']"
174,"Celgene hunts deals to offset loss of Revlimid patent protection https://t.co/OEvK3nT6w7
-
$CELG",revlimid,Cancer,"['offset', 'loss', 'patent', 'protect']"
175,"RT @fr_hossain: Celgene hunts deals to offset loss of Revlimid patent protection

Cancer treatment behind 63% of revenue could face competiâ€¦",revlimid,Cancer,"['offset', 'loss', 'patent', 'protect', 'cancer', 'treatment', 'behind', 'revenu', 'could', 'face']"
176,"RT @OpenOutcrier: $CELG Celgene hunts deals to offset loss of Revlimid patent protection - FT

$AGIO (+5% pre)
$JNCE (+5% pre)

https://t.câ€¦",revlimid,Cancer,"['offset', 'loss', 'patent', 'protect', 'agio']"
177,"$CELG Celgene hunts deals to offset loss of Revlimid patent protection - FT

$AGIO (+5% pre)
$JNCE (+5% pre)

https://t.co/C2xSuavmAl",revlimid,Cancer,"['offset', 'loss', 'patent', 'protect', 'agio']"
178,"Celgene hunts deals to offset loss of Revlimid patent protection: 

Potential targets include Agios Pharma (IDH inhibitors for AML) and Jounce Thx (novel immunotherapies) $CELG $AGIO $JNCE h/t @FinancialTimes",revlimid,Cancer,"['offset', 'loss', 'patent', 'protect', 'potenti', 'includ', 'jounc', 'novel', 'agio']"
179,"RT @wf00757575: @FierceBiotech ""Once the drug gets approved we will be using this upfront. it's not like we happily use lenalidomide (revliâ€¦",revlimid,Cancer,"['drug', 'like', 'happili', 'use']"
180,"RT @bydavidcrow: Celgene hunting for deals to offset loss of Revlimid patents, weighing offers for Agios and Jounce, per advisers (with @JFâ€¦",revlimid,Cancer,"['hunt', 'offset', 'loss', 'weigh', 'jounc', 'per']"
181,"@FierceBiotech ""Once the drug gets approved we will be using this upfront. it's not like we happily use lenalidomide (revlimid)"" Dr. Azra Raza, 
Professor of Medicine - Director, MDS Center Columbia University - Which drug is she talking about? $GERN ime",revlimid,Cancer,"['drug', 'like', 'happili', 'use', 'professor', 'medicin', 'director', 'center', 'univers', 'drug', 'talk']"
182,"Celgene hunts deals to offset loss of Revlimid patent protection via @FT
 https://t.co/p2beBEe8cG",revlimid,Cancer,"['offset', 'loss', 'patent', 'protect', 'via']"
183,Celgene hunts deals to offset upcoming loss of Revlimid patent protection https://t.co/32WuyF5Swl,revlimid,Cancer,"['offset', 'upcom', 'loss', 'patent', 'protect']"
184,"RT @BioStocks: $CELG hunts deals to offset loss of Revlimid patent protection. M&amp;A targets may include $AGIO $JNCE. 
https://t.co/aFWIVMrmlK",revlimid,Cancer,"['offset', 'loss', 'patent', 'protect', 'may', 'includ', 'agio']"
185,"$CELG hunts deals to offset loss of Revlimid patent protection. M&amp;A targets may include $AGIO $JNCE. 
https://t.co/aFWIVMrmlK",revlimid,Cancer,"['offset', 'loss', 'patent', 'protect', 'may', 'includ', 'agio']"
